BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
9,"","оя-0391","Головин, И. В.","Предложение и система его типов в современном японском языке","",,,"","",,"","","","","","","","","","","","МГУ","","МГУ","","","","","",""
1,"","оя-0392","Бенвенист, Э.","Общая лингвистика","",,,"","",1974,"М.","нет","","","","","","","","","","","","","","","","","",""
1,"","оя-0393","Алпатов, В. М.","Категории вежливости в современном японском языке","",,,"","",1973,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0394","Сухотин, В. П.","Синтаксическая синонимика в современном русском литературном языке","",,,"","",1960,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0395","Драгунов, А. А.","Исследования по грамматике современного китайского языка. ч. I","",,,"","",1952,"М. - Л.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0396","Sirk, Ü.; Chlenov, M. A.","Merger of labial phonemes in ambonese languages. Töid orientoriental ala et. Труды по востоковедению. II.","",,,"","",1973,"Tartu","","","","","","","","","","","","","","","","","","",""
1,"","оя-0397","","Актуальные проблемы лексикологии. Тезисы докладов IV-ой лингв. конференции "Слово в языке, речи и тексте", 7-8 мая 1974 г.","",,,"","",1974,"Новосибирск","нет","","","","","","","","","","","","","","","","","",""
1,"","оя-0398","","Вопросы структуры языка. Синтаксис, типология","",,,"","",1974,"М.","","","","","","","","","","","","","","","","","","",""
7,"","оя-0399","Любимов, К. М.","Рецензия на Русско-турецкий словарь (отд. оттиск)","Народы Азии и Африки",,1,"","",1974,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0400","Вильскер, Л. Х.","Самаритянский язык","",,,"","",1974,"М.","2 экз.","","","","","","","","","","","","","","","","","",""
1,"","оя-0401","Щерба, Л. В.","Фонетика французского языка","",,,"","",1955,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0402","Калинина, З. М.","Очерки лексикологии современного литературного пушту","",,,"","",1972,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0403","Раван, Ф.","Разговорный фарси в Афганистане","",,,"","",1974,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0404","Газов-Гинзберг, А. М.","Символизм прасемитской флексии","",,,"","",1974,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0405","","Сообщения польских ориенталистов. Вып. II, ИВЯ. Библиогр.","",,,"","",1961,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0406","Лебедев, К. А.; Калинина, З. М.; Яцевич, Л. С.",""Учебник языка пушту"","",,,"","",1969,"М.","","","","","","","","ИМО","","","","","","","","","","",""
1,"","оя-0407","Лебедев, К. А.","Грамматика языка пушту","",,,"","",1956,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0408","","Социальные исследования. Вып. 4","",,,"","",1970,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-0409","Шаумян, С. К.; Соболева, П. А.","Основания порождающей грамматики русского языка","",,,"","",1968,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0410","","Вопросы социальной лингвистики","",,,"","",1969,"Л-д.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0411","Сова, Л. З.","Конфигурационный синтаксис языка зулу. I","",,,"","",1968,"Л-д.","","","","","","","","","","","","","","","","","","",""
9,"","оя-0412","Шукроева, С.",""Послание" Ибн ал-Кариха и эсхатологическая часть "Послания о прощении" Абу-л-Ала ал-Маарри","",,,"","",1971,"","","","","","","","","","","","М.","","М.","","","","","",""
9,"","оя-0413","Маруфова, С. Б.","Сложные слова в современном таджикском литературном языке и принципы подачи их в Большом таджикско-русском словаре","",,,"","",1969,"","","","","","","","","","","","М.","","М.","","","","","",""
1,"","оя-0414","","Материалы по дешифровке киданьского письма. Кн. I - II","",,,"","",1970,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0415","Будагов, Р. А.","Введение в науку о языке","",,,"","",1958,"","","","","","","","","Учпедизд.","","","","","","","","","","",""
9,"","оя-0416","Каримов, А. У.","Йеменский диалект арабского языка","",,,"","",1973,"","","","","","","","","","","","М.","","М.","","","","","",""
1,"","оя-0417","","Вопросы языка и литературы. Сб. статей. Вып. I","",,,"","",1959,"М.","","","","","","","","ИМО","","","","","","","","","","",""
1,"","оя-0418","Орловская, М. Н.","Имена существительные и прилагательные в современном монгольском языке","",,,"","",1961,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0419","Березин, Ф. М.","Очерки по истории языкознания в России. Конец XIX - нач. XX в.","",,,"","",1968,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0420","Булаховский, Л. А.","Введение в языкознание. Ч. II","",,,"","",1954,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0421","Чикобава, А. С.","Введение в языкознание. Ч.I","",,,"","",1952,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0422","Чикобава, А. С.","Проблемы языка как предмета языкознания","",,,"","",1959,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0423","","Теоретические проблемы прикладной лингвистики. Сб. статей. Вып. I","",,,"","",1965,"","","","","","","","","МГУ","","","","","","","","","","",""
1,"","оя-0424","","Вопросы грамматики и истории восточных языков. Сб. статей","",,,"","",1958,"М. - Л.","2 экз.","","","","","","","","","","","","","","","","","",""
1,"","оя-0425","Колшанский, Г. В.","Паралингвистика","",,,"","",1974,"Москва","нет","","","","","","","Изд-во Наука","","","","","","","","","","",""
1,"","оя-0426","Захарьин, Б. А.","Проблемы фонологии языка кашмири","",,,"","",1974,"М-ва","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-0427","Шаумян, С. К.","Аппликативная грамматика как семантическая теория естественных языков","",,,"","",1974,"М-ва","","","","","","","","","","","","","","","","","","",""
1,"","оя-0428","Аверьянов, А. Н.","Категория "система" в диалектическом материализме","",,,"","",1974,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0429","Климов, Г. А.","Очерк общей теории эргативности","",,,"","",1973,"Москва","","","","","","","","","","","","","","","","","","",""
1,"","оя-0430","Мельчук, И. А.","Опыт теории лингвистических моделей "смысл ⇔ текст"","",,,"","",1974,"Москва","нет","","","","","","","","","","","","","","","","","",""
1,"","оя-0431","Елизаренкова, Т. Я.","Исследования по диакронической фонологии индоарийских языков","",,,"","",1974,"М.","нет","","","","","","","","","","","","","","","","","",""
1,"","оя-0432","Лекант, П. А.","Синтаксис простого предложения в современном русском языке","",,,"","",1974,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0433","","Доклады советских социолингвистов на VIII Всемирном социологическом конгрессе","",,,"","",1974,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0434","","Всесоюзная научная конференция по теоретическим вопросам языкознания. 11 - 16 ноября1974 г. Тезисы докладов секционных заседаний","",,,"","",1974,"М.","нет","","","","","","","","","","","","","","","","","",""
7,"","оя-0435","Любимов, К. М.","Предикативное прилагательное var/bar в тюркских языках","Сов. тюркология",,4,"","",1974,"Баку","","","","","","","","","","","","","","","","","","",""
1,"","оя-0436","Апресян, Ю. Д.","Идеи и методы современной структурной лингвистики","",,,"","",1966,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0437","Блумфильд, Л.","Язык","",,,"","",1968,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0438","Серебренников, Б. А.","Вероятностные обоснования в компаративистике","",,,"","",1974,"","нет","","","","","","","","","","","","","","","","","",""
1,"","оя-0439","","Основы финно-угорского языкознания (вопросы происхождения и развития финно-угорских языков)","",,,"","",1974,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0440","Titov, E. G.","Systeme des temps dans la langue amharique contemporaine. Отд. оттиск из "IV Congresso Internazionale di Studi Efiopici.Roma, 10-15 IV, t.II, sezione linguistica","",,,"","",1974,"Roma","","","","","","","","","","","","","","","","","","",""
1,"","оя-0441","Кодухов, В. И.","Общее языкознание","",,,"","",1974,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0442","Степанов, Ю. С.","Основы общего языкознания","",,,"","",1975,"М.","2 экз.","","","","","","","","","","","","","","","","","",""
1,"","оя-0443","","Востоковедение I . К 70-летию проф. В. И. Беляева","",,,"","",1974,"Л -д.","","","","","","","","изд. ЛГУ","","","","","","","","","","",""
1,"","оя-0444","Савченко, А. Н.","Сравнительная грамматика индоевропейских языков.","",,,"","",1974,"М.","нет","","","","","","","","","","","","","","","","","",""
1,"","оя-0445","Пашков, Б. К.","Маньчжурский язык","",,,"","",1963,"Москва","","","","","","","","","","","","","","","","","","",""
1,"","оя-0446","Светлаев, М. В.","Учебник русского языка","",,,"","",1952,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0447","","Военный турецко-русский и русско-турецкий словарь. Сост. П. С. Бочкарев","",,,"","",1942,"М.","нет","","","","","","","","","","","","","","","","","",""
1,"","оя-0448","","Словарь - минимум: английский - французский - немецкий","",,,"","",1949,"М.","нет","","","","","","","","","","","","","","","","","",""
1,"","оя-0449","Введенская, Л. А.; Саакьян, Р. Я.","Наш родной язык","",,,"","",1971,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0450","","Выставка к XXV Международному конгрессу востоковедов (памятка)","",,,"","",1960,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0451","","Орфография собственных имён","",,,"","",1965,"М.","","","","","","","","Изд-во "Наука"","","","","","","","","","","",""
1,"","оя-0452","Мусаев, К. М.","Алфавиты языков народов СССР","",,,"","",1965,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0453","Ушаков, Д. Н.; Крючков, С. Е.","Орфографический словарь","",,,"","",1954,"","","","","","","","","Учпедизд","","","","","","","","","","",""
1,"","оя-0454","Былинский, К. И.; Никольский, Н. Н.","Справочник по правописанию и пунктуации для работников печати","",,,"","",1949,"М. - Л.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0455","","Сборник Музея антропологии и этнографии АН СССР. VII.","",,,"","",1928,"Л - д.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0456","","Сборник Музея антропологии и этнографии АН СССР. VIII.","",,,"","",1929,"Л - д.","нет","","","","","","","","","","","","","","","","","",""
1,"","оя-0457","Слюсарева, Н. А.","Теория Ф. де Соссюра в свете современной лингвистики","",,,"","",1975,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0458","Войшвилло, Е. К.","Понятие","",,,"","",1967,"","нет","","","","","","","МГУ","","","","","","","","","","",""
1,"","оя-0459","Богородицкий, В. А.","Введение в изучение современных романских и германских языков","",,,"","",1953,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-045а","Осипов, Ю. М.","Вопросы словообразования в современном тайском языке","",,,"","",1969,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0460","Муратов, С. Н.","Устойчивые словосочетания в тюркских языках","",,,"","",1961,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0461","Катагощина, Н. А.; Вольф, Е. М.","Сравнительно-сопоставительная грамматика романских языков. Иберо-романская подгруппа.","",,,"","",1968,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0462","","Вопросы языка и литературы. Учёные записки кафедры русского и иностр. языков МГИМО, вып. 3, ч.I, II","",,,"","",1969,"Москва","","","","","","","","","","","","","","","","","","",""
1,"","оя-0463","","Учёные записки МГИМО. Вопросы языка и литературы восточных языков, вып. 6","",,,"","",1971,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0464","","Докторские и кандидатские диссертации, защищенные в ИВ АН СССР за 1950-1970гг. (библиогр. указатель)","",,,"","",1972,"М.","","","","","","","","","","","","","","","","","","",""
7,"","оя-0465","Любимов, К. М.","Система грамматических времён в современном турецком языке (отд. оттиск)",""Советская тюркология", Баку",,№ 2,"","",1970,"","","","","","","","","","","","","","","","","","","",""
1,"","оя-0466","Апресян, Ю. Д.","Лексическая семантика","",,,"","",1974,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0467","Азадовский, М. К.","История русской фольклористики, т. I - II","",,,"","",1958,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0468","","Asian and African stadies, I","",,,"","",1965,"Bratislava","","","","","","","","","","","","","","","","","","",""
9,"","оя-0469","Егорова, Р. П.","Глагол в современном литературном языке синдхи","",,,"","",1966,"","2 экз.","","","","","","","","","","М.","","М.","","","","","",""
9,"","оя-0470","Шаматов, А. Н.","Лексико-грамматический очерк дакхини XVII в.","",,,"","",1966,"","2 экз.","","","","","","","","","","М.","","М.","","","","","",""
9,"","оя-0471","Фиен, Хоанг Чонг","Структурные типы сложных слов во вьетнамском языке","",,,"","",1968,"","2 экз.","","","","","","","","","","М.","","М.","","","","","",""
9,"","оя-0472","Горюниев, Ю. А.","Исследования по грамматике кхмерского языка","",,,"","",1969,"","2 экз.","","","","","","","","","","М.","","М.","","","","","",""
9,"","оя-0473","Белицин, А. П.","Безличные предложения в современном персидском языке","",,,"","",1969,"","2 экз.","","","","","","","","","","М.","","М.","","","","","",""
9,"","оя-0474","Мухран, А.",""Новая поэзия" в современной иракской литературе","",,,"","",1969,"","2 экз.","","","","","","","","","","М.","","М.","","","","","",""
9,"","оя-0475","Короглы, Х.","Огузский героический эпос","",,,"","",1969,"","","","","","","","","","","","М.","","М.","","","","","",""
9,"","оя-0476","Меликов, Т. Д.","Турецкая поэзия 60-х годов XX в.","",,,"","",1968,"","","","","","","","","","","","М.","","М.","","","","","",""
9,"","оя-0477","Шарбатов, Г. Ш.","Соотношение арабского литературного языка и современных арабских диалектов","",,,"","",1966,"","","","","","","","","","","","М.","","М.","","","","","",""
1,"","оя-0478","","Краткий китайско-русский словарь. Сост. Палей Я. Б. and В. К. Юстов","",,,"","",1957,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0479","","Тюркская лексикология и лексикография","",,,"","",1971,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0480","Бархударов, А. С.","Новосанскритские форманты-слова-суффиксы. Докл.на XXV МКВ","",,,"","",1960,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0481","Елизаренкова, Т. Я.","К вопросу о становлении категории времени в древнеиндийском языке (Ригведа). Докл. XXV МКВ.","",,,"","",1960,"М.","2 экз.","","","","","","","","","","","","","","","","","",""
1,"","оя-0482","","Лексическая синонимия. Сб. статей.","",,,"","",1967,"М.","2 экз.","","","","","","","","","","","","","","","","","",""
1,"","оя-0483","Звегинцев, В. А.","Семасиология","",,,"","",1957,"","","","","","","","","МГУ","","","","","","","","","","",""
1,"","оя-0484","","Проблемы структурной лингвистики - 1963.","",,,"","",1963,"М.","нет","","","","","","","","","","","","","","","","","",""
1,"","оя-0485","","Проблемы структурной лингвистики.","",,,"","",1962,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0486","Жолковский, А. К.","Синтаксис сомали","",,,"","",1971,"М.","нет","","","","","","","","","","","","","","","","","",""
1,"","оя-0487","Ammer, Karl","Einführung in die Sprachwissenschaft","",,,"","",1958,"B.I. Halle","","","","","","","","","","","","","","","","","","",""
1,"","оя-0488","","Сборник музея антропологии и этнографии. VIII.","",,,"","",1929,"Л-д.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0489","Уфимцева, А. А.","Слово в лексико-семантической системе языка","",,,"","",1968,"М.","","","","","","","","","","","","","","","","","","",""
7,"","оя-0490","Yukawa, Yasutoshi","On the Grammatical Strata of Japanese","Гэнко Кэнкю:",,№ 65,"","pp. 1-47",1974,"Токио","","","","","","","","","","","","","","","","","","",""
7,"","оя-0491","Hälsig, Margot","Bi-und Multilinguistmus in Indien","Asien Afrika Latein Lateinamerika",,,"","",1973,"","","","","","","","","","","","","","","","","","","",""
7,"","оя-0492","Coterell, F. P.","Control in Amharic","Journal of Ephiopian Studies",11,1,"","75-106",1973,"Addis-Abeba","","","","","","","","","","","","","","","","","","",""
7,"","оя-0493","Průcha, Jan","Some trends in present-day soviet linguistics","Linguistics",,88,"","38-52",1972,"Hague","","","","","","","","","","","","","","","","","","",""
7,"","оя-0494","Fries, C. Charles","Coexistent phonemic systems","Linguistics",,88,"","51-73",1972,"Hague","","","","","","","","","","","","","","","","","","",""
7,"","оя-0495","Georgacas, Dimetrius I.","Historical and Language Contacts and a Place-Name on Samos and in Mecedonia (Greece): Carlovasi","Names",22,1,"March","",1974,"New-York","","","","","","","","","","","","","","","","","","",""
7,"","оя-0496","Ballard, D.Lee, Jr.","The semantics of inibaloi verbal affixes","Lingua",,34,"","181-218",1974,"Amsterdam","","","","","","","","","","","","","","","","","","",""
1,"","оя-0497","Степанов, Ю. С.","Методы и принципы современной лингвистики","",,,"","",1975,"Москва","2 экз.","","","","","","","","","","","","","","","","","",""
1,"","оя-0498","Смирнова, И. А.","Формы числа имени в иранских языках","",,,"","",1974,"Л-д","","","","","","","","","","","","","","","","","","",""
1,"","оя-0499","Балли, Ш.","Общая лингвистика и вопросы французского языка","",,,"","",1955,"М.","нет","","","","","","","","","","","","","","","","","",""
1,"","оя-0500","Щерба, Л. В.","Избранные работы по языкознанию и фонетике. Т.I","",,,"","",1958,"","","","","","","","","МГУ","","","","","","","","","","",""
1,"","оя-0501","","Теория перевода и научные основы подготовки переводчиков. Материалы Всесоюзной научной конференции. Ч. I, II. МГПИИЯ","",,,"","",1975,"Москва","","","","","","","","","","","","","","","","","","",""
1,"","оя-0502","","Тезисы конференции аспирантов и молодых сотрудников. ИВ АН СССР","",,,"","",1975,"Москва","","","","","","","","","","","","","","","","","","",""
7,"","оя-0503","Шкарбан, Л. И.","Рецензия на: R.Benton. Phonotactics of Pangasinan. Honolulu, 1971, 313 p/ ("Working Papers in Linguistics", Depart. of Linguistics, Univ. Hawaii, №9)","Народы Азии и Африки",,№ 5,"","193-196",1974,"","","","","","","","","","","","","","","","","","","",""
1,"","оя-0504","","Опыт историко-типологического исследования иранских языков. Т. 1","",,,"","",1975,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0505","","Лексикология и грамматика восточных языков. Сб. статей.","",,,"","",1975,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0506","Леонтьев, А. А.","Папуасские языки","",,,"","",1974,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0507","Топорова, И. Н.","Язык лингала","",,,"","",1973,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0508","Сирк, Ю. Х.","Бугийский язык","",,,"","",1975,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0509","Топорова, И. Н.","Типология фонологических систем языков банту.","",,,"","",1975,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0510","","Новое в лингвистике. Выл. VII. Социолингвистика.","",,,"","",1975,"М.","2 экз.","","","","","","","","","","","","","","","","","",""
1,"","оя-0511","Чейф, Уоллес Л.","Значение и структура языка","",,,"","",1975,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0512","Алиева, Н. Ф.","Индонезийский глагол. Категория переходности","",,,"","",1975,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0513","Баскаков, Н. А.","Историко-типологическая характеристика структуры тюркских языков","",,,"","",1975,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0514","Мейлах, М. Б.","Язык трубадуров","",,,"","",1975,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0515","","Очерки по фонологии восточных языков","",,,"","",1975,"М.","","","","","","","","","","","","","","","","","","",""
9,"","оя-0516","Подико, М. В.","Словопроизводство технической терминалогии в современном молдавском языке. Кишенев.","",,,"","",1965,"","","","","","","","","","","","","","","","","","","",""
9,"","оя-0517","Скуния, В.","Образование терминов технических наук в латышском языке. Рига.","",,,"","",1969,"","","","","","","","","","","","","","","","","","","",""
9,"","оя-0518","Кейнис, С.","Типы образования литовских однословных терминов","",,,"","",1966,"Вильнюс","","","","","","","","","","","","","","","","","","",""
7,"","оя-0519","Любимов, К. М.","Первое лицо турецкого грамматического времени на = mis. (Отд. оттиск)",""Сов. тюркология", Баку",,№ 3,"","",1975,"","","","","","","","","","","","","","","","","","","",""
1,"","оя-0520","Виноградов, В. В.","Избранные труды. Исследования по русской грамматике","",,,"","",1975,"М.","","","","","","","","","","","","","","","","","","",""
9,"","оя-0521","Корчагина, Т. И.","Проблемы омонимии в современном японском языке. МГУ.","",,,"","",1975,"","","","","","","","","","","","","","","","","","","",""
1,"","оя-0522","Тондл, Ладислав","Проблемы семантики","",,,"","",1975,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0523","","Исследования по структуре языков Азии и Африки. Сб. асп. статей.","",,,"","",1975,"М.","","","","","","","","","","","","","","","","","","",""
9,"","оя-0524","Зиваруддин, Мираджуддин","Языковые особенности произведений афганского поэта-классика Абдулхамида (1660-1732). МГУ.","",,,"","",1975,"","","","","","","","","","","","","","","","","","","",""
9,"","оя-0525","Риштин, Заргуна","Диалектная характеристика прозы А. Хаттака по сборнику "Качколь" , 1960 г.","",,,"","",1975,"","","","","","","","","","","","МГУ","","МГУ","","","","","",""
1,"","оя-0526","Всеволодова, М. В.","Способы выражения временных отношений в современном русском языке","",,,"","",1975,"","","","","","","","","МГУ","","","","","","","","","","",""
1,"","оя-0527","Ларин, Б. А.","Лекции по истории русского литературного языка (X - середина XVIII в.)","",,,"","",1975,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0528","","Социолингвистические проблемы развивающихся стран. Сб.","",,,"","",1975,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0529","Корельская, Т. Д.","О формальном описании синтаксической синонимии","",,,"","",1975,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0530","Крупа, В.","Полинезийские языки","",,,"","",1975,"М.","2 экз.","","","","","","","","","","","","","","","","","",""
1,"","оя-0531","Аврорин, В. А.","Проблемы изучения функциональной стороны языка","",,,"","",1975,"Ленинград","","","","","","","","","","","","","","","","","","",""
9,"","оя-0532","Никольский, Л. Б.","Очерки по теории социолингвистики. Лен - д.","",,,"","",1975,"","","","","","","","","","","","","","","","","","","",""
1,"","оя-0533","Мещанинов, И. И.","Проблемы развития языка","",,,"","",1975,"Л - д.","2 экз.","","","","","","","","","","","","","","","","","",""
1,"","оя-0534","Реформатский, А. А.","Фонологические этюды","",,,"","",1975,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0535","","Семиотика и информатика. 6 - выпуск. Грамматические и семантич. проблемы.","",,,"","",1975,"М.","нет","","","","","","","","","","","","","","","","","",""
1,"","оя-0536","","Проблемы алтаистики и монголоведения. Вып. 2. Материалы Всесоюзной конференции. Элиста (17-19.V.72)","",,,"","",1975,"М.","","","","","","","","Изд-во "Наука""","","","","","","","","","","",""
1,"","оя-0537","","Лексикология современного персидского языка","",,,"","",1975,"Пейсиков Л. С.","нет","","","","","","","МГУ","","","","","","","","","","",""
1,"","оя-0538","Ломтев, Т. П.","Общее и русское языкознание","",,,"","",1976,"М.","нет","","","","","","","","","","","","","","","","","",""
1,"","оя-0539","","Языковая ситуация в странах Африки","",,,"","",1975,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0540","Зограф, Г. А.","Морфологический строй новых индоарийских языков.","",,,"","",1976,"М.","","","","","","","","","","","","","","","","","","",""
9,"","оя-0541","Узина, М. С.","Социально-стилистическая дифференциация современного персидского языка (на материале формул вежливости). М.","",,,"","",1976,"","","","","","","","","","","","","","","","","","","",""
1,"","оя-0542","Звегинцев, В. А.","Предложение и его отношение к языку и речи","",,,"","",1976,"","","","","","","","","МГУ","","","","","","","","","","",""
1,"","оя-0543","","Принципы описания языков мира","",,,"","",1976,"Москва","","","","","","","","Изд-во "Наука""","","","","","","","","","","",""
1,"","оя-0544","Амирова, Т. А.; Ольховиков, П. А.; Рождественский, Ю. В.","Очерки по истории лингвистики","",,,"","",1975,"М.","нет","","","","","","","","","","","","","","","","","",""
1,"","оя-0545","Орлов, А. Г.","Оплата труда работников науки","",,,"","",1973,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0546","","Иранское языкознание","",,,"","",1976,"М.","","","","","","","","","","","","","","","","","","",""
9,"","оя-0547","Наджафов, Г. Г.","Проблемы терминологии современного персидского языка. М.","",,,"","",1976,"","","","","","","","","","","","","","","","","","","",""
1,"","оя-0548","Elizarenkova, T. Y.; Toporov, V. N.","The Pali Language","",,,"","",1976,"Moscow","","","","","","","","","","","","","","","","","","",""
1,"","оя-0549","Смирнов, Ю. А.","Грамматика языка панджаби","",,,"","",1976,"М.","нет","","","","","","","","","","","","","","","","","",""
1,"","оя-0550","Тенишев, Э. Р.","Строй сарыг-югурского языка","",,,"","",1976,"М.","","","","","","","","","","","","","","","","","","",""
9,"","оя-0551","Коган, Е. З.","Фонетико-грамматический очерк языка руанда. М.","",,,"","",1976,"","","","","","","","","","","","","","","","","","","",""
1,"","оя-0552","","О важнейших результатах научно-исследовательской работы в области филологии в 1975 году. АН СССР, ОЛЯ","",,,"","",1976,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0553","Детериев, Ю. Д.","Закономерности развития литературных языков народов СССР в советскую эпоху","",,,"","",1976,"М.","нет","","","","","","","","","","","","","","","","","",""
9,"","оя-0554","Рубинчик, Ю. А.","Фразеология персидского языка. М.","",,,"","",1975,"","","","","","","","","","","","","","","","","","","",""
1,"","оя-0555","","Синтаксис и норма","",,,"","",1974,"М.","","","","","","","","Наука","","","","","","","","","","",""
1,"","оя-0556","","Математические методы в исторической лингвистике","",,,"","",1974,"М.","2 экз.","","","","","","","","","","","","","","","","","",""
1,"","оя-0557","Шаумян, С. К.","Философские вопросы теоретической лингвистики","",,,"","",1971,"М.","","","","","","","","","","","","","","","","","","",""
9,"","оя-0558","Семенас, А. Л.","Копулятивный тип связи в лексике современного китайского языка. М.","",,,"","",1973,"","","","","","","","","","","","","","","","","","","",""
1,"","оя-0559","","Индийская и иранская филология. Вопросы грамматики. Сб. ст.","",,,"","",1976,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0560","","Словарь синонимов","",,,"","",1976,"Л - д.","нет","","","","","","","АН СССР","","","","","","","","","","",""
1,"","оя-0561","","Труды по знаковым системам, III .","",,,"","",1967,"Тарту","нет","","","","","","","Тартусский Гос. Ун-т","","","","","","","","","","",""
1,"","оя-0562","","Тезисы конференции аспирантов и молодых сотрудников. Литературоведение, языкознание.","",,,"","",1976,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0563","Пиотровский, Р. Г.","Текст, машина, человек.","",,,"","",1975,"Лен - д.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0564","","Односоставные предложения в восточных языках","",,,"","",1976,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0565","Шафеев, Д. А.","Краткий грамматический очерк афганского языка","",,,"","",1956,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0566","Пономарев, Я. А.","Психология творчества","",,,"","",1976,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0567","Лаптева, О. А.","Русский разговорный синтаксис.","",,,"","",1976,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0568","Цаболов, Р. Л.","Очерк исторической фонетики курдского языка","",,,"","",1976,"М.","нет","","","","","","","","","","","","","","","","","",""
1,"","оя-0569","","Языки Азии и Африки. I .","",,,"","",1976,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0570","Кузьмин, В. П.","Принцип системности в теории и методологии К. Маркса.","",,,"","",1976,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0571","Никольский, Л. Б.","Синхронная социолингвистика.","",,,"","",1976,"М.","нет","","","","","","","","","","","","","","","","","",""
